lsoa_id,经度,纬度,Name,descriptio,timestamp,begin,end,altitudeMo,tessellate,extrude,visibility,drawOrder,icon
E01000944,-0.143116589148750,51.527223939303333,Zone 1,,,,,,"-1","0","-1",,
E01000945,-0.136380554708434,51.528273321582361,Zone 1,,,,,,"-1","0","-1",,
E01000951,-0.141441637129017,51.528915587391722,Zone 1,,,,,,"-1","0","-1",,
E01000955,-0.132966940773651,51.530750653181386,Zone 1,,,,,,"-1","0","-1",,
E01000956,-0.128626200115185,51.529824506963408,Zone 1,,,,,,"-1","0","-1",,
E01001779,-0.092409816720302,51.530356630361723,Zone 1,,,,,,"-1","0","-1",,
E01002695,-0.112141059150555,51.533552948961557,Zone 1,,,,,,"-1","0","-1",,
E01002697,-0.115062533157154,51.533081265597602,Zone 1,,,,,,"-1","0","-1",,
E01002701,-0.090618331757405,51.526664241407879,Zone 1,,,,,,"-1","0","-1",,
E01002702,-0.095778142040612,51.527984191650006,Zone 1,,,,,,"-1","0","-1",,
E01002703,-0.099815290619242,51.526082118713134,Zone 1,,,,,,"-1","0","-1",,
E01002704,-0.088326011258599,51.522629171332703,Zone 1,,,,,,"-1","0","-1",,
E01002706,-0.093838980168060,51.524521154296927,Zone 1,,,,,,"-1","0","-1",,
E01002707,-0.101968261248313,51.529867744703623,Zone 1,,,,,,"-1","0","-1",,
E01002711,-0.120196726272025,51.532882914358353,Zone 1,,,,,,"-1","0","-1",,
E01002723,-0.103018222956046,51.527715844728483,Zone 1,,,,,,"-1","0","-1",,
E01002724,-0.105415904560698,51.522482921703272,Zone 1,,,,,,"-1","0","-1",,
E01002725,-0.105809202006806,51.526372985581624,Zone 1,,,,,,"-1","0","-1",,
E01002726,-0.110692521694177,51.525894120309424,Zone 1,,,,,,"-1","0","-1",,
E01002727,-0.107232372622079,51.529705079197093,Zone 1,,,,,,"-1","0","-1",,
E01002728,-0.113987673425146,51.530665048275118,Zone 1,,,,,,"-1","0","-1",,
E01002729,-0.112111673633362,51.528968254925886,Zone 1,,,,,,"-1","0","-1",,
E01002802,-0.098454071728065,51.533480382419278,Zone 1,,,,,,"-1","0","-1",,
E01002803,-0.101147114563536,51.531849303628171,Zone 1,,,,,,"-1","0","-1",,
E01002812,-0.190977859374074,51.496297768101130,Zone 1,,,,,,"-1","0","-1",,
E01002813,-0.195136125670232,51.497024522316288,Zone 1,,,,,,"-1","0","-1",,
E01002815,-0.197020971668105,51.494883697073234,Zone 1,,,,,,"-1","0","-1",,
E01002816,-0.193932831702789,51.499247977661987,Zone 1,,,,,,"-1","0","-1",,
E01002818,-0.160433176503132,51.498924960791811,Zone 1,,,,,,"-1","0","-1",,
E01002819,-0.167859815827625,51.497675402984143,Zone 1,,,,,,"-1","0","-1",,
E01002820,-0.177471323143440,51.494873010719481,Zone 1,,,,,,"-1","0","-1",,
E01002821,-0.171980924008105,51.495161051104695,Zone 1,,,,,,"-1","0","-1",,
E01002822,-0.174800413750106,51.491740848675285,Zone 1,,,,,,"-1","0","-1",,
E01002823,-0.170868664665086,51.492858645512335,Zone 1,,,,,,"-1","0","-1",,
E01002824,-0.191253237987975,51.505564995800682,Zone 1,,,,,,"-1","0","-1",,
E01002825,-0.198358610204347,51.504143063979718,Zone 1,,,,,,"-1","0","-1",,
E01002826,-0.189506352541854,51.503557821115741,Zone 1,,,,,,"-1","0","-1",,
E01002827,-0.192832467671085,51.507958099904279,Zone 1,,,,,,"-1","0","-1",,
E01002828,-0.200328175570904,51.507411148253581,Zone 1,,,,,,"-1","0","-1",,
E01002834,-0.188804620120027,51.492221290213259,Zone 1,,,,,,"-1","0","-1",,
E01002835,-0.181703862905433,51.493635413767073,Zone 1,,,,,,"-1","0","-1",,
E01002836,-0.184427444744061,51.491848546800234,Zone 1,,,,,,"-1","0","-1",,
E01002837,-0.180807472799065,51.490186928822425,Zone 1,,,,,,"-1","0","-1",,
E01002838,-0.178257036933125,51.489010283682966,Zone 1,,,,,,"-1","0","-1",,
E01002839,-0.187988597605938,51.493812689057499,Zone 1,,,,,,"-1","0","-1",,
E01002847,-0.195813990503401,51.491317372028874,Zone 1,,,,,,"-1","0","-1",,
E01002849,-0.192083606000952,51.490441423099661,Zone 1,,,,,,"-1","0","-1",,
E01002850,-0.192591619225969,51.493404934456983,Zone 1,,,,,,"-1","0","-1",,
E01002851,-0.195982563596910,51.493145144440433,Zone 1,,,,,,"-1","0","-1",,
E01002858,-0.165823636438582,51.492741508015342,Zone 1,,,,,,"-1","0","-1",,
E01002859,-0.159363995373917,51.493400886386816,Zone 1,,,,,,"-1","0","-1",,
E01002860,-0.164344051174499,51.494418859270660,Zone 1,,,,,,"-1","0","-1",,
E01002861,-0.163820820878192,51.491030257715231,Zone 1,,,,,,"-1","0","-1",,
E01002862,-0.168107561824173,51.491582182998179,Zone 1,,,,,,"-1","0","-1",,
E01002863,-0.158917976801591,51.495985885507352,Zone 1,,,,,,"-1","0","-1",,
E01002865,-0.198044999860303,51.500917503345008,Zone 1,,,,,,"-1","0","-1",,
E01002883,-0.200627729960658,51.509835689072958,Zone 1,,,,,,"-1","0","-1",,
E01002884,-0.197014004403736,51.510731902369471,Zone 1,,,,,,"-1","0","-1",,
E01002885,-0.194182360384715,51.510845025219254,Zone 1,,,,,,"-1","0","-1",,
E01002886,-0.197763522139430,51.513433944761474,Zone 1,,,,,,"-1","0","-1",,
E01002887,-0.183099814859729,51.496403700802247,Zone 1,,,,,,"-1","0","-1",,
E01002888,-0.186821545600821,51.495957200699017,Zone 1,,,,,,"-1","0","-1",,
E01002889,-0.189701511735327,51.500954707828761,Zone 1,,,,,,"-1","0","-1",,
E01002890,-0.187331042202749,51.498887997449529,Zone 1,,,,,,"-1","0","-1",,
E01002891,-0.182548930134126,51.500330225191583,Zone 1,,,,,,"-1","0","-1",,
E01002892,-0.181172701291922,51.497538483367094,Zone 1,,,,,,"-1","0","-1",,
E01002898,-0.186487267366431,51.489861349926571,Zone 1,,,,,,"-1","0","-1",,
E01002899,-0.166880193049060,51.486542990560757,Zone 1,,,,,,"-1","0","-1",,
E01002901,-0.157243048612930,51.486803224811673,Zone 1,,,,,,"-1","0","-1",,
E01002902,-0.157680010207436,51.490728883642973,Zone 1,,,,,,"-1","0","-1",,
E01002903,-0.163410474932741,51.488244169651423,Zone 1,,,,,,"-1","0","-1",,
E01002910,-0.174426380142982,51.487828241760653,Zone 1,,,,,,"-1","0","-1",,
E01002914,-0.169688736867977,51.489273076381778,Zone 1,,,,,,"-1","0","-1",,
E01003013,-0.117612340804512,51.499192371850114,Zone 1,,,,,,"-1","0","-1",,
E01003014,-0.114398896787925,51.497055467235960,Zone 1,,,,,,"-1","0","-1",,
E01003015,-0.113203742394827,51.494430054805299,Zone 1,,,,,,"-1","0","-1",,
E01003016,-0.112201664604017,51.506411334861497,Zone 1,,,,,,"-1","0","-1",,
E01003017,-0.108940413699394,51.504483545101792,Zone 1,,,,,,"-1","0","-1",,
E01003097,-0.126055930546294,51.479260417574643,Zone 1,,,,,,"-1","0","-1",,
E01003101,-0.113909957215317,51.485678070178750,Zone 1,,,,,,"-1","0","-1",,
E01003102,-0.120539156758374,51.484693463801726,Zone 1,,,,,,"-1","0","-1",,
E01003104,-0.122410246932293,51.480592857840136,Zone 1,,,,,,"-1","0","-1",,
E01003105,-0.115876755170559,51.489694053089742,Zone 1,,,,,,"-1","0","-1",,
E01003106,-0.109309973083316,51.489388078184803,Zone 1,,,,,,"-1","0","-1",,
E01003107,-0.111313758805030,51.487331692317802,Zone 1,,,,,,"-1","0","-1",,
E01003108,-0.106382102141422,51.490270648464573,Zone 1,,,,,,"-1","0","-1",,
E01003109,-0.120558142189005,51.488613176839976,Zone 1,,,,,,"-1","0","-1",,
E01003110,-0.107770939268195,51.492840301868341,Zone 1,,,,,,"-1","0","-1",,
E01003111,-0.113250374328301,51.491522069593749,Zone 1,,,,,,"-1","0","-1",,
E01003112,-0.117742456832950,51.492700526218321,Zone 1,,,,,,"-1","0","-1",,
E01003121,-0.128821677462990,51.476753972445351,Zone 1,,,,,,"-1","0","-1",,
E01003122,-0.131155402317512,51.477584454734682,Zone 1,,,,,,"-1","0","-1",,
E01003927,-0.098867122896338,51.502060654154690,Zone 1,,,,,,"-1","0","-1",,
E01003929,-0.093279831130403,51.504245359610209,Zone 1,,,,,,"-1","0","-1",,
E01003930,-0.104429700372502,51.498678717141829,Zone 1,,,,,,"-1","0","-1",,
E01003932,-0.101972121881377,51.497060492651187,Zone 1,,,,,,"-1","0","-1",,
E01003933,-0.105421178128691,51.494850522752358,Zone 1,,,,,,"-1","0","-1",,
E01003934,-0.103777752465135,51.506593566056701,Zone 1,,,,,,"-1","0","-1",,
E01003935,-0.096007534390301,51.506533611283515,Zone 1,,,,,,"-1","0","-1",,
E01003936,-0.092224892439185,51.498150664089195,Zone 1,,,,,,"-1","0","-1",,
E01003937,-0.096613364306783,51.497787976072829,Zone 1,,,,,,"-1","0","-1",,
E01003938,-0.088906492079190,51.499513124960117,Zone 1,,,,,,"-1","0","-1",,
E01003939,-0.090709947266367,51.502014314839826,Zone 1,,,,,,"-1","0","-1",,
E01003940,-0.086368785332000,51.497758690129935,Zone 1,,,,,,"-1","0","-1",,
E01003943,-0.095828877679447,51.496062195666589,Zone 1,,,,,,"-1","0","-1",,
E01003981,-0.086024579840048,51.502555851800537,Zone 1,,,,,,"-1","0","-1",,
E01004027,-0.080150846100139,51.503500701857519,Zone 1,,,,,,"-1","0","-1",,
E01004293,-0.071732936965231,51.507183323094374,Zone 1,,,,,,"-1","0","-1",,
E01004307,-0.075532024981093,51.519844360188685,Zone 1,,,,,,"-1","0","-1",,
E01004310,-0.073705009494358,51.516644357075371,Zone 1,,,,,,"-1","0","-1",,
E01004562,-0.134786415969429,51.479088821442318,Zone 1,,,,,,"-1","0","-1",,
E01004567,-0.140000856412063,51.476662975126771,Zone 1,,,,,,"-1","0","-1",,
E01004652,-0.187813785935128,51.516707644871907,Zone 1,,,,,,"-1","0","-1",,
E01004654,-0.192635441839037,51.515311022516570,Zone 1,,,,,,"-1","0","-1",,
E01004657,-0.158692185389410,51.516091820530079,Zone 1,,,,,,"-1","0","-1",,
E01004658,-0.162361385316664,51.515757039605298,Zone 1,,,,,,"-1","0","-1",,
E01004659,-0.163694892646952,51.523874983197985,Zone 1,,,,,,"-1","0","-1",,
E01004660,-0.158951634663543,51.522603125863803,Zone 1,,,,,,"-1","0","-1",,
E01004661,-0.164786574121796,51.520200611407027,Zone 1,,,,,,"-1","0","-1",,
E01004662,-0.160564787876099,51.521260620204231,Zone 1,,,,,,"-1","0","-1",,
E01004663,-0.163397026966241,51.518056768492883,Zone 1,,,,,,"-1","0","-1",,
E01004665,-0.141682795461078,51.486369867063310,Zone 1,,,,,,"-1","0","-1",,
E01004666,-0.151161651798558,51.491573330879078,Zone 1,,,,,,"-1","0","-1",,
E01004667,-0.152155883899766,51.489297749501453,Zone 1,,,,,,"-1","0","-1",,
E01004668,-0.144512805947224,51.487069587777029,Zone 1,,,,,,"-1","0","-1",,
E01004669,-0.140065860603850,51.486310295708307,Zone 1,,,,,,"-1","0","-1",,
E01004680,-0.164894577652469,51.513736115476384,Zone 1,,,,,,"-1","0","-1",,
E01004681,-0.180315677556243,51.517531559258899,Zone 1,,,,,,"-1","0","-1",,
E01004682,-0.176072636633103,51.514187787066660,Zone 1,,,,,,"-1","0","-1",,
E01004683,-0.171729786909712,51.513451494681419,Zone 1,,,,,,"-1","0","-1",,
E01004684,-0.168785714638128,51.516762193534845,Zone 1,,,,,,"-1","0","-1",,
E01004686,-0.166576423789068,51.515347612448913,Zone 1,,,,,,"-1","0","-1",,
E01004687,-0.152935003483456,51.494442888530379,Zone 1,,,,,,"-1","0","-1",,
E01004688,-0.180281986769173,51.504551603094043,Zone 1,,,,,,"-1","0","-1",,
E01004689,-0.166401015510357,51.506898070137815,Zone 1,,,,,,"-1","0","-1",,
E01004690,-0.150275523501946,51.497928490237975,Zone 1,,,,,,"-1","0","-1",,
E01004691,-0.155939151622027,51.501364990042305,Zone 1,,,,,,"-1","0","-1",,
E01004692,-0.171835144216096,51.501014806314757,Zone 1,,,,,,"-1","0","-1",,
E01004693,-0.191299563103868,51.511590356796120,Zone 1,,,,,,"-1","0","-1",,
E01004694,-0.179797701135405,51.512004134780724,Zone 1,,,,,,"-1","0","-1",,
E01004695,-0.187425951372267,51.511050481843483,Zone 1,,,,,,"-1","0","-1",,
E01004696,-0.184099016125669,51.516163176366661,Zone 1,,,,,,"-1","0","-1",,
E01004697,-0.182597743832559,51.514866017347067,Zone 1,,,,,,"-1","0","-1",,
E01004698,-0.185140851970592,51.512770456569307,Zone 1,,,,,,"-1","0","-1",,
E01004699,-0.189238151163951,51.514021336256363,Zone 1,,,,,,"-1","0","-1",,
E01004700,-0.181971524112818,51.513510247587917,Zone 1,,,,,,"-1","0","-1",,
E01004712,-0.156019604993068,51.520860976226523,Zone 1,,,,,,"-1","0","-1",,
E01004713,-0.147581326115208,51.519523804659784,Zone 1,,,,,,"-1","0","-1",,
E01004714,-0.152839538723730,51.516511566254486,Zone 1,,,,,,"-1","0","-1",,
E01004715,-0.142763078118948,51.521931366056648,Zone 1,,,,,,"-1","0","-1",,
E01004716,-0.148550289663539,51.523100760048486,Zone 1,,,,,,"-1","0","-1",,
E01004717,-0.152704140615618,51.520248489553431,Zone 1,,,,,,"-1","0","-1",,
E01004731,-0.138813376503912,51.499848377301035,Zone 1,,,,,,"-1","0","-1",,
E01004732,-0.131302981416059,51.497597967247408,Zone 1,,,,,,"-1","0","-1",,
E01004733,-0.126934997815028,51.499215028674151,Zone 1,,,,,,"-1","0","-1",,
E01004734,-0.126552505102908,51.510418199431584,Zone 1,,,,,,"-1","0","-1",,
E01004735,-0.118193034045001,51.512623602180227,Zone 1,,,,,,"-1","0","-1",,
E01004736,-0.135625672692662,51.505069148842651,Zone 1,,,,,,"-1","0","-1",,
E01004737,-0.131599938809990,51.488031889932110,Zone 1,,,,,,"-1","0","-1",,
E01004738,-0.135209438827715,51.486862077945190,Zone 1,,,,,,"-1","0","-1",,
E01004739,-0.136398785012739,51.486434388313498,Zone 1,,,,,,"-1","0","-1",,
E01004740,-0.136789603395853,51.491173242674279,Zone 1,,,,,,"-1","0","-1",,
E01004741,-0.134289367734369,51.489374551765742,Zone 1,,,,,,"-1","0","-1",,
E01004742,-0.137742912394744,51.489213461663120,Zone 1,,,,,,"-1","0","-1",,
E01004743,-0.129965308121087,51.494289305202471,Zone 1,,,,,,"-1","0","-1",,
E01004744,-0.136477694870644,51.494800501523677,Zone 1,,,,,,"-1","0","-1",,
E01004745,-0.128071116668982,51.491695001179806,Zone 1,,,,,,"-1","0","-1",,
E01004746,-0.131445541657738,51.493056956559990,Zone 1,,,,,,"-1","0","-1",,
E01004747,-0.134068410884099,51.491891000649936,Zone 1,,,,,,"-1","0","-1",,
E01004748,-0.139731933500402,51.495711524474594,Zone 1,,,,,,"-1","0","-1",,
E01004749,-0.140916511909384,51.492067539638740,Zone 1,,,,,,"-1","0","-1",,
E01004750,-0.146073636151370,51.493671854681693,Zone 1,,,,,,"-1","0","-1",,
E01004751,-0.144428066196208,51.490893453418245,Zone 1,,,,,,"-1","0","-1",,
E01004752,-0.140027645959102,51.489347486079382,Zone 1,,,,,,"-1","0","-1",,
E01004753,-0.142747313342363,51.488660878417534,Zone 1,,,,,,"-1","0","-1",,
E01004761,-0.147354697465643,51.508081530207214,Zone 1,,,,,,"-1","0","-1",,
E01004762,-0.153240279193415,51.510896423131783,Zone 1,,,,,,"-1","0","-1",,
E01004763,-0.134364444311167,51.516044320713696,Zone 1,,,,,,"-1","0","-1",,
E01004765,-0.142793135205036,51.517622058957222,Zone 1,,,,,,"-1","0","-1",,
E01032582,-0.112809248179512,51.502436367605128,Zone 1,,,,,,"-1","0","-1",,
E01032583,-0.104208375851867,51.502442701876646,Zone 1,,,,,,"-1","0","-1",,
E01032584,-0.107521789959684,51.499066689346549,Zone 1,,,,,,"-1","0","-1",,
E01032640,-0.075218282310222,51.503206321982518,Zone 1,,,,,,"-1","0","-1",,
E01032719,-0.101165223152457,51.491977263190925,Zone 1,,,,,,"-1","0","-1",,
E01032720,-0.096230857426272,51.494188382676839,Zone 1,,,,,,"-1","0","-1",,
E01032739,-0.088046003478946,51.513757174401391,Zone 1,,,,,,"-1","0","-1",,
E01032740,-0.106134630246492,51.515478359664804,Zone 1,,,,,,"-1","0","-1",,
E01032767,-0.070766643208510,51.512566395432529,Zone 1,,,,,,"-1","0","-1",,
E01032803,-0.083727997347673,51.499643339520617,Zone 1,,,,,,"-1","0","-1",,
E01033132,-0.143413495752081,51.481086613754805,Zone 1,,,,,,"-1","0","-1",,
E01033207,-0.122667401552989,51.482080695687998,Zone 1,,,,,,"-1","0","-1",,
E01033208,-0.125863998832136,51.485477355399745,Zone 1,,,,,,"-1","0","-1",,
E01033489,-0.100632984417375,51.524081656693873,Zone 1,,,,,,"-1","0","-1",,
E01033490,-0.098900298821990,51.522382802339131,Zone 1,,,,,,"-1","0","-1",,
E01033593,-0.174027285731907,51.519213077562917,Zone 1,,,,,,"-1","0","-1",,
E01033594,-0.173752842828088,51.517093130139408,Zone 1,,,,,,"-1","0","-1",,
E01033595,-0.141243434658039,51.512572475707707,Zone 1,,,,,,"-1","0","-1",,
E01033596,-0.136288796370669,51.512898842153561,Zone 1,,,,,,"-1","0","-1",,
E01033597,-0.148313403450185,51.486541712283547,Zone 1,,,,,,"-1","0","-1",,
E01033599,-0.147867868508135,51.488249101927437,Zone 1,,,,,,"-1","0","-1",,
E01033603,-0.166349518304040,51.521788325570199,Zone 1,,,,,,"-1","0","-1",,
E01033604,-0.170217351387035,51.521500536799586,Zone 1,,,,,,"-1","0","-1",,
E01033708,-0.081189503835209,51.523998749659661,Zone 1,,,,,,"-1","0","-1",,
E01003496,0.008848732633341,51.527791350985630,Zone 2/3,,,,,,"-1","0","-1",,
E01003497,0.001432792613415,51.519439556598634,Zone 2/3,,,,,,"-1","0","-1",,
E01003500,0.003253583004650,51.524405872742207,Zone 2/3,,,,,,"-1","0","-1",,
E01003502,0.013713253193369,51.519092420777227,Zone 2/3,,,,,,"-1","0","-1",,
E01003503,0.011028649534765,51.517724893790067,Zone 2/3,,,,,,"-1","0","-1",,
E01003619,0.001486865230819,51.538605547930558,Zone 2/3,,,,,,"-1","0","-1",,
E01003631,0.006710209408641,51.530818630343909,Zone 2/3,,,,,,"-1","0","-1",,
E01003634,0.003856269939313,51.535612852414118,Zone 2/3,,,,,,"-1","0","-1",,
E01004235,-0.015310998057326,51.528555165748273,Zone 2/3,,,,,,"-1","0","-1",,
E01004236,-0.013888133224741,51.526884352819131,Zone 2/3,,,,,,"-1","0","-1",,
E01004237,-0.018560318369335,51.526972498583341,Zone 2/3,,,,,,"-1","0","-1",,
E01004238,-0.011729639939143,51.524292078601370,Zone 2/3,,,,,,"-1","0","-1",,
E01004239,-0.017396554723901,51.523869641117408,Zone 2/3,,,,,,"-1","0","-1",,
E01004243,-0.005929782101072,51.513265352774233,Zone 2/3,,,,,,"-1","0","-1",,
E01004245,-0.001475671617670,51.515079635614107,Zone 2/3,,,,,,"-1","0","-1",,
E01004248,-0.010829874742441,51.519681240622113,Zone 2/3,,,,,,"-1","0","-1",,
E01032777,-0.003859746120686,51.509627416320079,Zone 2/3,,,,,,"-1","0","-1",,
E01032778,0.002607775765025,51.510574492140726,Zone 2/3,,,,,,"-1","0","-1",,
E01033578,-0.011693087209993,51.537204907518003,Zone 2/3,,,,,,"-1","0","-1",,
E01033579,-0.014596311117045,51.533533947745674,Zone 2/3,,,,,,"-1","0","-1",,
E01033583,-0.008433231510860,51.545259509306312,Zone 2/3,,,,,,"-1","0","-1",,
E01033585,0.011847444426276,51.514433622118815,Zone 2/3,,,,,,"-1","0","-1",,
E01033586,-0.002494462709551,51.530692003021692,Zone 2/3,,,,,,"-1","0","-1",,
E01000488,-0.229781544582256,51.543818968140371,Zone 2,,,,,,"-1","0","-1",,
E01000489,-0.222729528769212,51.543078533776054,Zone 2,,,,,,"-1","0","-1",,
E01000490,-0.206936868149526,51.544295441465117,Zone 2,,,,,,"-1","0","-1",,
E01000491,-0.214970584568113,51.541783486546336,Zone 2,,,,,,"-1","0","-1",,
E01000492,-0.223792066287696,51.540579569887790,Zone 2,,,,,,"-1","0","-1",,
E01000493,-0.226125130620058,51.538128422280259,Zone 2,,,,,,"-1","0","-1",,
E01000494,-0.216599760230260,51.546391380988645,Zone 2,,,,,,"-1","0","-1",,
E01000495,-0.209861120443521,51.545783793906416,Zone 2,,,,,,"-1","0","-1",,
E01000530,-0.231138733520317,51.535220911161595,Zone 2,,,,,,"-1","0","-1",,
E01000531,-0.229849829961471,51.532848827300043,Zone 2,,,,,,"-1","0","-1",,
E01000532,-0.226839984933269,51.531540331499272,Zone 2,,,,,,"-1","0","-1",,
E01000534,-0.235836351574326,51.536752204792023,Zone 2,,,,,,"-1","0","-1",,
E01000535,-0.238503933708835,51.534333006660880,Zone 2,,,,,,"-1","0","-1",,
E01000544,-0.197086869965719,51.529864978610185,Zone 2,,,,,,"-1","0","-1",,
E01000545,-0.201649575431169,51.543146214317424,Zone 2,,,,,,"-1","0","-1",,
E01000546,-0.203678635015681,51.541816439274669,Zone 2,,,,,,"-1","0","-1",,
E01000547,-0.200746655077911,51.539828495850443,Zone 2,,,,,,"-1","0","-1",,
E01000548,-0.196316646831281,51.538764005326165,Zone 2,,,,,,"-1","0","-1",,
E01000549,-0.199515519378571,51.537233308619228,Zone 2,,,,,,"-1","0","-1",,
E01000550,-0.194429187727215,51.535103409194186,Zone 2,,,,,,"-1","0","-1",,
E01000551,-0.199730842032921,51.533586395663349,Zone 2,,,,,,"-1","0","-1",,
E01000552,-0.195785023003308,51.531788302145337,Zone 2,,,,,,"-1","0","-1",,
E01000560,-0.216028049306316,51.549915891214326,Zone 2,,,,,,"-1","0","-1",,
E01000561,-0.207576006472743,51.548514125524029,Zone 2,,,,,,"-1","0","-1",,
E01000579,-0.220443052020261,51.530587315881206,Zone 2,,,,,,"-1","0","-1",,
E01000580,-0.208269168880271,51.537890381073986,Zone 2,,,,,,"-1","0","-1",,
E01000581,-0.218768743333146,51.536848347649162,Zone 2,,,,,,"-1","0","-1",,
E01000582,-0.214468792809530,51.534640111425915,Zone 2,,,,,,"-1","0","-1",,
E01000583,-0.204647795212925,51.534848647763894,Zone 2,,,,,,"-1","0","-1",,
E01000584,-0.223624813463518,51.535168451100354,Zone 2,,,,,,"-1","0","-1",,
E01000585,-0.222615676076468,51.532653218823611,Zone 2,,,,,,"-1","0","-1",,
E01000586,-0.216733954181471,51.531613318627613,Zone 2,,,,,,"-1","0","-1",,
E01000642,-0.224210563946958,51.547738574298947,Zone 2,,,,,,"-1","0","-1",,
E01000842,-0.167856500750484,51.546806515322096,Zone 2,,,,,,"-1","0","-1",,
E01000843,-0.162036387616176,51.547281875404622,Zone 2,,,,,,"-1","0","-1",,
E01000844,-0.171033193999671,51.545173506017129,Zone 2,,,,,,"-1","0","-1",,
E01000845,-0.162792566098819,51.545122371074946,Zone 2,,,,,,"-1","0","-1",,
E01000846,-0.164058492180752,51.543300595197735,Zone 2,,,,,,"-1","0","-1",,
E01000847,-0.169282014382966,51.543101620353625,Zone 2,,,,,,"-1","0","-1",,
E01000848,-0.168900609079636,51.549250256376382,Zone 2,,,,,,"-1","0","-1",,
E01000849,-0.165383026741608,51.549469435250721,Zone 2,,,,,,"-1","0","-1",,
E01000856,-0.141795356575117,51.542608923877609,Zone 2,,,,,,"-1","0","-1",,
E01000857,-0.159288966542246,51.541753746087416,Zone 2,,,,,,"-1","0","-1",,
E01000858,-0.148803715141732,51.542373449119331,Zone 2,,,,,,"-1","0","-1",,
E01000859,-0.154778655874523,51.541026103108365,Zone 2,,,,,,"-1","0","-1",,
E01000860,-0.156912771702053,51.538607026250268,Zone 2,,,,,,"-1","0","-1",,
E01000861,-0.139290802809795,51.539542587251702,Zone 2,,,,,,"-1","0","-1",,
E01000862,-0.148564146059925,51.538845519255169,Zone 2,,,,,,"-1","0","-1",,
E01000863,-0.143878107689634,51.538966423663425,Zone 2,,,,,,"-1","0","-1",,
E01000864,-0.128394222968379,51.544284873421056,Zone 2,,,,,,"-1","0","-1",,
E01000865,-0.133540151816244,51.544500635628999,Zone 2,,,,,,"-1","0","-1",,
E01000866,-0.139080871058449,51.545375072759462,Zone 2,,,,,,"-1","0","-1",,
E01000867,-0.137060241715219,51.542764110069569,Zone 2,,,,,,"-1","0","-1",,
E01000868,-0.128510454341145,51.542145033386475,Zone 2,,,,,,"-1","0","-1",,
E01000869,-0.129989975999155,51.546857450861602,Zone 2,,,,,,"-1","0","-1",,
E01000870,-0.136710916449210,51.547473583069689,Zone 2,,,,,,"-1","0","-1",,
E01000873,-0.200212211453965,51.552708253125765,Zone 2,,,,,,"-1","0","-1",,
E01000874,-0.193186050902680,51.552929622550678,Zone 2,,,,,,"-1","0","-1",,
E01000875,-0.204447804654227,51.550410499021098,Zone 2,,,,,,"-1","0","-1",,
E01000876,-0.201086130077039,51.548867508660791,Zone 2,,,,,,"-1","0","-1",,
E01000879,-0.179454157576514,51.553778568123747,Zone 2,,,,,,"-1","0","-1",,
E01000880,-0.184626630802315,51.553660094200850,Zone 2,,,,,,"-1","0","-1",,
E01000881,-0.178590410083312,51.550396288608610,Zone 2,,,,,,"-1","0","-1",,
