LSOA code,local authority name,local authority code,All usual residents,White British,White Irish,White Gypsy/Irish Traveller,White Roma,White Other,Mixed White and Asian,Mixed White and Black African,Mixed White and Black Caribbean,Mixed Other,Asian Bangladeshi,Asian Chinese,Asian Indian,Asian Pakistani,Asian Other,Black African,Black Caribbean,Black Other,Other Arab,Other Any other
E01000951,Camden,E09000007,1537,281,19,1,6,232,10,10,13,41,384,61,32,3,84,175,21,37,52,75
E01000952,Camden,E09000007,1683,494,26,6,7,203,20,7,19,43,374,44,32,7,53,229,23,18,15,63
E01000954,Camden,E09000007,1748,393,15,0,0,153,24,35,19,30,385,42,24,6,82,324,37,25,61,93
E01000955,Camden,E09000007,1345,417,22,0,9,108,11,8,32,39,244,57,15,22,51,177,13,26,43,51
E01000956,Camden,E09000007,1506,288,33,0,9,202,24,20,19,22,368,105,30,2,70,176,18,16,30,74
E01000957,Camden,E09000007,1331,458,31,0,5,318,24,8,33,32,61,43,29,5,42,149,15,5,18,55
E01000958,Camden,E09000007,2938,736,35,4,11,614,82,16,44,72,225,248,137,42,115,279,47,48,64,119
E01000959,Camden,E09000007,1690,475,37,1,17,228,32,18,17,32,311,57,26,12,66,184,14,41,34,88
E01000960,Camden,E09000007,1873,534,25,0,11,480,39,14,10,54,94,64,98,14,171,91,23,11,32,108
E01000961,Camden,E09000007,1793,460,10,0,12,354,40,20,12,51,117,48,103,24,100,203,27,25,82,105
E01000962,Camden,E09000007,1538,546,36,1,3,509,52,6,8,19,16,79,96,5,60,17,7,4,15,59
E01000963,Camden,E09000007,1926,358,22,0,19,437,34,17,7,39,31,76,206,36,353,64,8,9,99,111
E01000964,Camden,E09000007,1731,654,49,0,2,465,49,13,8,35,71,19,69,10,58,94,24,20,13,78
E01000965,Camden,E09000007,1715,529,60,0,9,469,38,21,26,50,30,30,66,23,68,93,29,5,74,95
E01000966,Camden,E09000007,1617,535,35,0,3,599,40,7,4,46,12,53,114,8,47,13,2,3,13,83
E01000967,Camden,E09000007,1537,542,36,2,9,427,42,11,9,21,37,36,103,8,60,55,11,8,33,87
E01000968,Camden,E09000007,1478,565,59,0,4,383,36,16,20,34,19,40,84,5,29,47,25,5,32,75
E01000969,Camden,E09000007,1830,663,41,1,16,527,58,9,10,40,13,54,128,29,51,42,8,5,38,97
E01000970,Camden,E09000007,1415,573,60,4,10,346,22,10,17,18,10,32,64,15,52,38,9,8,27,100
E01000971,Camden,E09000007,1310,628,19,1,4,333,42,3,16,23,16,21,52,8,49,22,7,4,16,46
E01000972,Camden,E09000007,1959,537,67,1,11,381,24,27,32,56,77,42,52,21,143,216,70,29,65,108
E01000973,Camden,E09000007,2566,827,79,1,10,598,56,28,26,68,106,86,129,30,98,159,25,35,71,134
E01000974,Camden,E09000007,1587,486,89,0,13,274,19,24,27,50,91,31,55,19,69,93,44,27,58,118
E01035707,Camden,E09000007,2450,1176,69,1,11,540,55,21,40,71,96,35,41,12,37,91,48,15,27,64
E01035708,Camden,E09000007,1951,453,27,1,7,321,36,30,20,60,78,242,110,64,125,183,22,24,48,100
E01035709,Camden,E09000007,1532,352,46,0,11,139,16,23,28,37,387,52,30,2,68,203,19,22,28,69
E01035710,Camden,E09000007,2576,536,42,4,15,346,35,29,42,45,513,181,58,41,113,311,29,38,57,141
E01035711,Camden,E09000007,2437,685,43,0,11,465,69,33,14,61,227,269,134,32,103,136,21,9,33,92
E01035712,Camden,E09000007,2450,592,41,1,4,465,49,44,24,71,316,158,117,29,129,185,31,24,52,118
E01000975,Croydon,E09000008,2341,723,21,2,6,421,54,26,60,58,15,61,229,105,107,190,153,23,21,66
E01000976,Croydon,E09000008,2140,683,25,0,15,393,24,27,90,35,29,20,111,48,74,274,142,51,27,72
E01000977,Croydon,E09000008,1947,657,31,0,12,280,21,19,66,66,5,15,116,45,54,203,143,108,27,79
E01000978,Croydon,E09000008,1732,557,20,0,13,222,31,23,31,53,8,7,212,50,36,213,150,41,6,59
E01000979,Croydon,E09000008,1763,566,26,0,3,299,44,9,46,52,29,61,115,57,73,137,140,32,22,52
E01000980,Croydon,E09000008,1499,458,21,4,7,131,24,16,69,44,18,7,99,38,50,188,191,81,2,51
E01000981,Croydon,E09000008,1740,714,27,6,4,220,32,11,76,24,10,9,54,23,58,163,183,63,4,59
E01000982,Croydon,E09000008,1687,661,18,0,6,187,36,28,83,59,16,18,82,36,96,122,133,55,3,48
E01000983,Croydon,E09000008,1823,740,30,0,1,234,37,18,36,60,14,32,80,35,44,184,167,39,16,56
E01000984,Croydon,E09000008,1901,573,21,0,1,205,34,26,79,60,23,23,227,44,63,201,180,64,7,70
E01000985,Croydon,E09000008,1451,690,43,2,0,87,27,13,48,29,5,8,68,70,67,88,133,36,8,29
E01000986,Croydon,E09000008,1778,780,58,0,2,121,55,19,58,45,20,16,157,86,60,93,109,38,4,57
E01000987,Croydon,E09000008,1351,705,33,0,4,115,23,14,31,41,6,10,87,43,24,60,107,21,5,22
E01000989,Croydon,E09000008,1729,923,27,0,4,97,26,19,45,49,22,38,77,30,54,113,122,30,7,46
E01000990,Croydon,E09000008,1433,548,15,5,8,88,16,23,58,34,7,8,45,37,64,186,194,44,10,43
E01000991,Croydon,E09000008,1734,906,15,1,3,110,28,10,18,34,20,37,148,52,40,113,104,43,3,49
E01000992,Croydon,E09000008,1887,696,19,1,1,94,34,22,47,60,30,15,89,48,86,273,241,55,16,60
E01000993,Croydon,E09000008,1652,727,35,0,3,154,31,12,52,52,11,16,80,55,90,88,175,22,9,40
E01000994,Croydon,E09000008,1595,252,10,7,1,178,17,19,27,85,7,22,142,159,72,178,262,57,12,88
E01000995,Croydon,E09000008,1712,153,11,0,9,242,12,23,35,42,17,6,196,239,144,191,256,52,4,80
E01000996,Croydon,E09000008,1333,172,15,0,5,152,16,5,46,36,21,7,154,141,44,136,269,62,1,51
E01000997,Croydon,E09000008,1499,218,9,0,4,137,21,19,39,54,9,10,162,130,93,192,270,62,11,59
E01000998,Croydon,E09000008,1497,175,9,0,8,184,18,16,30,33,5,7,119,124,58,241,289,128,12,41
E01000999,Croydon,E09000008,1317,189,17,0,4,94,9,7,21,25,7,16,274,157,73,147,172,53,6,46
E01001000,Croydon,E09000008,1339,177,2,1,12,185,8,31,20,29,16,8,135,122,96,150,202,69,4,72
E01001001,Croydon,E09000008,1413,223,3,1,6,173,10,8,53,25,13,4,66,69,107,254,254,67,7,70
E01001002,Croydon,E09000008,1475,174,6,0,7,120,15,16,36,19,9,9,142,162,137,223,290,60,13,37
E01001003,Croydon,E09000008,1599,266,13,1,4,185,16,33,41,34,24,11,127,101,67,259,257,79,13,68
E01001004,Croydon,E09000008,2173,342,14,1,17,188,26,43,78,62,33,7,156,95,122,402,352,122,13,100
E01001005,Croydon,E09000008,1735,207,8,2,0,150,16,21,37,30,9,15,370,122,209,226,161,72,13,67
E01001006,Croydon,E09000008,1787,347,8,1,2,160,18,27,53,43,17,28,150,116,169,248,189,77,36,98
E01001007,Croydon,E09000008,1982,196,4,1,73,117,16,8,24,33,14,9,402,163,435,182,114,61,0,130
E01001008,Croydon,E09000008,1660,382,12,0,4,99,21,0,40,25,21,22,188,121,226,195,152,55,6,91
E01001009,Croydon,E09000008,2047,231,87,1,11,174,8,25,56,37,13,9,378,157,222,246,216,82,4,90
E01001010,Croydon,E09000008,1702,442,14,18,11,138,24,20,52,35,45,11,164,66,128,224,168,56,14,72
E01001011,Croydon,E09000008,2318,253,15,0,9,258,18,26,74,77,15,26,346,142,190,337,277,127,31,97
E01001012,Croydon,E09000008,2096,341,14,0,14,208,19,36,56,72,60,8,199,207,132,302,229,84,22,93
E01001013,Croydon,E09000008,2188,370,22,0,13,189,25,35,51,50,43,17,134,127,141,501,220,118,27,105
E01001015,Croydon,E09000008,1491,904,13,0,2,65,28,13,69,39,1,8,72,28,29,81,91,23,6,19
E01001016,Croydon,E09000008,1757,1032,17,0,0,96,31,17,27,44,15,58,127,36,36,111,55,17,3,35
E01001017,Croydon,E09000008,1653,1213,25,0,0,98,40,15,6,16,6,11,73,16,19,52,43,7,1,12
E01001018,Croydon,E09000008,1652,1301,37,0,0,76,29,12,19,33,1,14,22,9,30,29,19,8,3,10
E01001019,Croydon,E09000008,1459,1069,28,0,0,64,45,8,15,18,6,10,73,9,15,21,42,15,0,21
E01001020,Croydon,E09000008,1654,1244,34,3,0,57,30,10,33,24,0,7,53,3,39,34,38,17,4,24
E01001021,Croydon,E09000008,1361,819,13,1,0,79,33,8,57,35,10,6,18,13,36,89,95,31,1,17
E01001022,Croydon,E09000008,1483,1125,39,0,5,54,14,10,17,16,0,15,75,14,15,26,31,13,1,13
E01001023,Croydon,E09000008,2585,1172,34,0,2,212,46,29,63,69,26,63,158,100,114,165,199,48,12,73
E01001024,Croydon,E09000008,1348,870,17,0,2,74,22,19,27,25,7,10,83,21,24,35,60,25,5,22
E01001025,Croydon,E09000008,1351,948,26,0,1,46,36,3,27,17,1,11,73,10,45,34,45,11,2,15
E01001026,Croydon,E09000008,1882,1312,35,0,2,90,21,9,54,36,12,4,46,17,23,58,102,33,8,20
E01001027,Croydon,E09000008,2905,1470,51,3,2,187,57,33,54,59,11,48,351,63,120,163,128,28,18,59
E01001028,Croydon,E09000008,1647,738,17,1,0,79,31,4,16,26,9,19,322,117,75,34,46,22,10,81
E01001029,Croydon,E09000008,1723,731,26,0,5,177,36,26,41,28,11,34,194,69,89,95,77,26,4,54
E01001030,Croydon,E09000008,1452,679,16,1,0,71,14,6,17,52,13,10,227,51,95,52,87,14,15,32
E01001031,Croydon,E09000008,1449,841,30,0,2,85,22,10,14,16,1,16,163,53,49,48,32,10,2,55
E01001032,Croydon,E09000008,1553,943,24,2,0,84,50,5,23,24,12,21,157,41,44,45,33,19,7,19
E01001033,Croydon,E09000008,1665,653,55,1,1,242,41,29,31,45,22,17,120,46,61,102,102,43,11,43
E01001034,Croydon,E09000008,1612,821,28,0,4,207,35,21,60,31,10,13,78,24,39,103,69,27,4,38
E01001035,Croydon,E09000008,1861,663,28,4,18,243,27,22,41,42,8,16,162,42,84,196,132,53,2,78
E01001036,Croydon,E09000008,1624,800,37,0,2,118,31,10,27,36,5,32,226,40,80,50,58,23,2,47
E01001037,Croydon,E09000008,1535,676,14,0,7,177,39,29,31,23,8,12,54,53,46,144,160,29,4,29
E01001038,Croydon,E09000008,1904,767,19,0,5,356,30,15,57,63,2,18,118,37,47,143,122,50,5,50
E01001039,Croydon,E09000008,1572,904,27,0,5,112,18,20,23,29,12,26,133,47,42,68,62,18,12,14
E01001040,Croydon,E09000008,1711,795,15,0,2,206,28,14,54,49,1,16,45,43,108,126,106,42,5,56
E01001041,Croydon,E09000008,1730,624,29,1,3,193,42,29,54,48,18,23,82,31,78,191,133,62,14,75
E01001042,Croydon,E09000008,2171,598,29,1,0,391,58,35,76,67,15,25,110,65,117,240,182,46,12,104
E01001044,Croydon,E09000008,2081,633,24,0,6,193,38,6,29,21,19,34,533,60,141,133,73,25,19,94
E01001046,Croydon,E09000008,1923,398,9,0,9,264,32,11,18,45,1,19,576,105,88,140,57,24,40,87
E01001047,Croydon,E09000008,1743,625,22,2,10,300,39,19,53,41,14,28,101,45,67,175,88,40,12,62
E01001049,Croydon,E09000008,1439,439,11,0,4,91,36,9,6,12,19,24,421,98,58,78,59,14,6,54
E01001050,Croydon,E09000008,1705,513,18,0,12,184,19,21,30,21,15,32,347,36,73,138,109,35,20,82
E01001051,Croydon,E09000008,1608,692,11,1,0,74,14,13,54,25,0,6,7,29,63,363,116,108,4,28
E01001052,Croydon,E09000008,1467,623,6,8,0,26,7,28,46,25,10,0,36,18,23,304,150,72,2,83
E01001053,Croydon,E09000008,1596,869,4,0,0,72,18,27,47,39,1,6,31,30,34,259,74,47,19,19
E01001054,Croydon,E09000008,1851,856,19,0,0,61,16,5,56,22,6,1,47,22,41,404,180,71,17,27
E01001055,Croydon,E09000008,1564,874,17,4,1,65,9,4,57,22,6,1,23,16,46,229,132,40,3,15
E01001056,Croydon,E09000008,1801,768,4,0,2,105,11,15,87,21,9,1,14,40,53,372,136,93,12,58
E01001057,Croydon,E09000008,1784,705,5,8,3,73,8,37,65,48,16,10,23,18,61,398,148,125,3,30
E01001058,Croydon,E09000008,1357,880,11,0,1,65,29,11,34,23,6,8,56,20,39,95,28,22,5,24
E01001059,Croydon,E09000008,1459,931,10,2,0,95,23,15,46,13,22,2,39,16,35,95,52,21,7,35
E01001060,Croydon,E09000008,1616,985,19,0,4,107,31,14,49,18,12,9,59,51,16,122,76,23,0,21
E01001061,Croydon,E09000008,1622,854,24,1,0,111,30,22,35,27,3,9,48,35,59,158,109,49,5,43
E01001062,Croydon,E09000008,1512,798,33,0,0,100,23,3,29,27,22,18,171,58,51,35,85,24,6,29
E01001063,Croydon,E09000008,1540,856,20,1,1,104,22,14,33,28,20,10,128,23,46,93,82,26,3,30
E01001064,Croydon,E09000008,1607,839,4,0,0,90,21,8,13,30,4,37,166,70,78,85,70,26,9,57
E01001065,Croydon,E09000008,1329,883,4,0,1,82,14,10,17,27,3,6,64,27,20,76,56,18,5,16
E01001066,Croydon,E09000008,1448,570,14,0,0,85,12,16,48,50,20,12,30,44,56,265,107,56,1,62
E01001067,Croydon,E09000008,1655,948,29,0,4,66,50,11,20,33,21,15,186,68,43,66,40,20,3,32
E01001068,Croydon,E09000008,1841,1159,37,0,0,103,33,30,43,28,6,9,81,16,30,112,81,30,5,38
E01001069,Croydon,E09000008,1369,807,23,0,6,81,31,7,21,27,2,11,154,42,20,39,47,12,3,36
E01001070,Croydon,E09000008,1790,960,37,0,1,90,28,12,48,53,12,29,119,66,28,122,100,35,6,44
E01001071,Croydon,E09000008,1898,1259,34,2,0,114,47,12,49,21,8,7,68,28,61,75,54,28,3,28
E01001072,Croydon,E09000008,1486,1029,18,0,1,82,32,1,14,15,10,16,100,19,52,27,18,9,9,34
E01001073,Croydon,E09000008,1439,721,10,0,7,112,27,13,41,27,5,13,125,45,63,91,63,37,3,36
E01001074,Croydon,E09000008,1951,949,39,0,5,144,39,28,82,63,23,33,103,53,39,132,90,62,10,57
E01001075,Croydon,E09000008,1630,949,26,8,0,152,29,19,28,34,1,14,97,37,37,69,52,23,5,50
E01001076,Croydon,E09000008,1674,938,15,0,0,70,23,29,44,26,5,7,35,23,40,232,107,39,4,37
E01001077,Croydon,E09000008,1334,825,9,0,0,101,7,17,24,14,4,10,57,23,19,129,41,34,1,19
E01001078,Croydon,E09000008,1444,815,12,0,0,99,7,14,32,29,3,8,25,4,34,205,81,40,8,28
E01001079,Croydon,E09000008,1613,928,4,6,0,73,9,4,37,16,12,0,51,19,20,273,100,46,1,14
E01001080,Croydon,E09000008,1479,833,8,0,0,80,11,15,45,29,0,3,17,17,24,213,101,55,1,27
E01001081,Croydon,E09000008,1467,905,9,0,0,78,7,8,31,33,1,1,23,16,30,204,58,40,1,22
E01001082,Croydon,E09000008,1554,916,21,1,2,55,15,16,47,20,3,1,24,36,22,192,92,62,2,27
E01001083,Croydon,E09000008,1613,381,46,0,6,198,24,18,28,29,51,31,200,228,40,85,170,22,12,44
E01001084,Croydon,E09000008,1928,557,58,2,8,266,28,24,30,51,28,26,282,170,83,96,129,26,3,61
E01001085,Croydon,E09000008,1717,339,12,1,4,281,20,27,37,39,30,23,202,129,89,155,171,58,12,88
E01001086,Croydon,E09000008,1738,401,20,0,2,249,14,11,30,35,14,4,159,219,60,86,274,60,2,98
E01001087,Croydon,E09000008,2828,565,11,0,20,478,43,54,54,78,59,27,226,251,130,289,304,89,18,132
E01001088,Croydon,E09000008,1679,313,27,0,10,185,19,34,46,45,65,20,127,121,72,178,262,80,8,67
E01001089,Croydon,E09000008,1786,333,18,0,5,272,32,17,72,51,49,6,165,125,83,185,203,63,2,105
E01001090,Croydon,E09000008,2271,425,36,0,20,387,22,34,39,49,49,19,178,167,108,257,250,90,18,123
E01001091,Croydon,E09000008,1576,335,23,0,3,162,14,17,20,56,40,10,238,190,80,75,175,53,22,63
E01001092,Croydon,E09000008,1929,910,42,1,0,119,59,16,21,47,9,25,224,85,86,94,90,31,8,62
E01001093,Croydon,E09000008,1792,754,30,0,11,146,38,14,41,25,25,15,202,81,119,93,97,52,6,43
E01001094,Croydon,E09000008,1645,730,26,0,3,90,39,8,18,23,16,26,266,97,106,60,48,14,25,50
E01001095,Croydon,E09000008,1528,644,30,0,2,126,47,14,32,28,12,15,112,64,84,113,112,59,10,24
E01001096,Croydon,E09000008,1473,795,23,0,0,84,30,9,28,29,11,19,162,63,50,57,59,23,7,24
E01001097,Croydon,E09000008,2382,982,38,1,7,283,42,42,66,64,25,42,147,80,83,183,175,44,26,52
E01001098,Croydon,E09000008,1473,914,26,2,0,94,45,10,11,18,3,34,106,42,49,39,45,15,1,19
E01001099,Croydon,E09000008,1579,883,23,0,2,123,28,13,43,42,0,15,70,25,59,76,100,34,6,37
E01001100,Croydon,E09000008,1519,784,26,0,2,121,36,10,40,32,12,17,97,30,71,89,82,33,5,32
E01001101,Croydon,E09000008,1429,1026,33,0,0,49,43,1,15,16,0,9,108,31,33,16,16,16,5,12
E01001102,Croydon,E09000008,1506,1066,21,0,0,58,23,8,22,31,4,18,109,30,31,25,25,14,0,21
E01001103,Croydon,E09000008,1640,1117,28,0,0,67,33,14,22,32,3,16,108,38,46,43,39,7,4,23
E01001104,Croydon,E09000008,1675,1043,21,0,0,105,23,11,19,35,5,15,169,30,40,68,48,14,6,23
E01001105,Croydon,E09000008,1734,1144,21,0,1,75,31,22,45,37,19,26,83,19,46,66,54,21,6,18
E01001106,Croydon,E09000008,1502,1010,6,1,6,36,18,9,38,21,1,19,47,59,41,61,49,29,8,43
E01001107,Croydon,E09000008,1671,907,24,0,0,111,51,14,18,15,17,35,208,32,73,71,35,22,8,30
E01001108,Croydon,E09000008,1785,1172,37,0,0,70,51,12,24,36,10,27,160,31,28,39,40,13,1,34
E01001109,Croydon,E09000008,2342,668,24,0,14,236,30,39,67,60,19,27,106,62,81,347,320,86,70,86
E01001110,Croydon,E09000008,2148,447,36,1,13,284,24,39,65,70,29,15,115,91,51,345,296,84,7,136
E01001111,Croydon,E09000008,1749,422,16,0,11,199,18,27,72,42,19,8,54,34,61,323,273,107,11,52
E01001112,Croydon,E09000008,2017,562,24,0,8,224,24,20,93,59,16,31,47,27,61,359,284,126,12,40
E01001113,Croydon,E09000008,2003,520,23,0,7,214,8,30,153,90,8,5,36,31,43,333,326,100,17,59
E01001114,Croydon,E09000008,1508,272,16,0,6,118,8,22,51,45,11,7,180,30,48,261,289,90,4,50
E01001115,Croydon,E09000008,1820,261,8,3,17,105,9,17,57,52,43,35,216,104,119,292,275,102,12,93
E01001116,Croydon,E09000008,1530,310,10,0,20,170,11,20,39,69,18,5,89,75,98,194,223,109,2,68
E01001118,Croydon,E09000008,2157,409,10,1,8,184,24,27,77,54,6,23,153,83,100,376,354,167,8,93
E01001119,Croydon,E09000008,1442,1107,16,0,0,42,6,8,19,10,3,15,65,20,32,59,20,2,6,12
E01001120,Croydon,E09000008,1352,853,10,0,0,57,10,15,31,26,4,9,92,31,49,64,61,19,1,20
E01001121,Croydon,E09000008,1322,939,18,0,0,53,22,5,10,18,1,9,124,10,42,18,20,9,1,23
E01001122,Croydon,E09000008,1435,683,19,0,0,117,37,12,16,20,8,58,192,55,66,60,57,11,1,23
E01001123,Croydon,E09000008,1624,919,24,0,0,121,36,5,22,24,6,15,156,48,57,53,81,17,1,39
E01001124,Croydon,E09000008,1569,1121,25,0,0,51,24,11,8,23,2,4,126,43,22,33,42,10,9,15
E01001125,Croydon,E09000008,1648,871,24,0,1,77,31,9,29,39,14,15,150,83,65,67,78,37,7,51
E01001126,Croydon,E09000008,1415,965,26,0,2,51,36,7,19,20,5,12,89,7,34,46,45,25,9,17
E01001127,Croydon,E09000008,1620,909,28,0,0,87,24,10,26,35,7,7,93,23,75,102,98,39,3,54
E01001128,Croydon,E09000008,1601,638,17,0,5,64,11,20,51,37,18,9,29,43,37,306,164,96,4,52
E01001129,Croydon,E09000008,1392,845,34,0,0,62,20,4,19,24,20,4,97,30,13,32,103,29,3,53
E01001130,Croydon,E09000008,1768,389,13,0,0,119,21,49,70,40,38,6,36,58,76,500,174,96,11,72
E01001131,Croydon,E09000008,1575,985,32,0,1,124,19,11,45,40,7,10,51,4,34,85,68,27,11,21
E01001132,Croydon,E09000008,1619,899,35,0,0,59,38,6,36,32,8,9,133,40,60,76,100,36,2,50
E01001133,Croydon,E09000008,1592,998,32,0,0,96,23,5,17,12,8,17,125,34,54,44,73,9,5,40
E01001134,Croydon,E09000008,1616,858,13,0,2,117,21,8,32,20,7,35,163,31,63,81,76,33,8,48
E01001135,Croydon,E09000008,1680,946,20,0,0,97,21,17,38,24,6,18,132,33,70,72,86,50,6,44
E01001136,Croydon,E09000008,2043,599,28,1,9,275,30,54,65,53,9,12,71,72,57,268,225,113,5,97
E01001137,Croydon,E09000008,2136,1041,61,1,2,249,51,23,53,75,2,24,43,19,42,153,148,62,20,67
E01001138,Croydon,E09000008,1515,777,37,1,1,162,27,18,65,41,4,9,20,12,37,136,102,41,5,20
E01001139,Croydon,E09000008,1685,568,22,1,2,190,24,26,45,43,0,13,56,33,36,199,275,79,28,45
E01001140,Croydon,E09000008,1631,713,26,0,7,216,22,10,56,50,13,11,40,34,32,157,153,45,6,40
E01001141,Croydon,E09000008,1262,390,15,0,1,129,21,30,37,32,11,11,26,27,41,211,159,62,6,53
E01001142,Croydon,E09000008,1925,655,23,1,5,295,28,18,56,46,7,20,50,46,30,216,280,79,10,60
E01001143,Croydon,E09000008,1924,583,25,4,6,198,26,28,84,41,18,13,35,40,37,329,281,98,13,65
E01001144,Croydon,E09000008,1758,495,23,0,9,185,16,28,53,41,9,5,9,20,95,306,300,78,7,79
E01001145,Croydon,E09000008,1819,420,5,0,7,196,31,28,82,52,22,23,58,32,54,335,291,112,2,69
E01001146,Croydon,E09000008,1530,372,9,0,8,121,15,20,47,58,2,10,58,60,66,200,377,62,6,39
E01001147,Croydon,E09000008,1789,361,13,6,8,199,8,29,75,63,27,1,47,74,44,323,320,110,14,67
E01001148,Croydon,E09000008,1771,399,22,0,0,162,20,26,54,37,3,23,58,63,41,257,450,82,14,60
E01001149,Croydon,E09000008,1585,417,23,0,2,200,12,27,40,40,8,9,30,32,37,328,264,73,4,39
E01001150,Croydon,E09000008,1707,585,37,0,9,163,40,42,44,48,14,13,25,29,48,204,276,51,11,68
E01001151,Croydon,E09000008,1752,358,27,1,8,175,14,31,52,52,29,12,78,101,97,314,241,85,9,68
E01001152,Croydon,E09000008,2062,317,16,0,6,368,16,24,64,70,8,14,63,73,71,394,275,98,20,165
E01001153,Croydon,E09000008,1643,293,18,0,3,168,24,18,36,70,16,3,71,64,58,240,351,104,11,95
E01001154,Croydon,E09000008,1965,352,26,0,22,225,24,26,74,44,16,22,59,84,70,397,311,99,20,94
E01001155,Croydon,E09000008,1797,246,10,3,1,189,22,24,43,39,16,5,93,90,84,329,351,111,17,124
E01001156,Croydon,E09000008,1777,770,23,1,12,180,32,17,54,59,24,14,47,29,40,216,152,52,9,46
E01001157,Croydon,E09000008,1850,448,33,0,3,171,22,12,49,50,38,13,186,179,81,194,227,55,21,68
E01001158,Croydon,E09000008,1529,609,41,0,3,192,14,19,55,47,2,10,26,23,39,184,185,40,2,38
E01001159,Croydon,E09000008,1946,635,39,0,13,247,45,39,44,44,5,16,131,97,56,200,170,43,19,103
E01001160,Croydon,E09000008,1950,371,21,0,8,175,17,17,35,44,44,31,320,270,95,129,234,53,7,79
E01001161,Croydon,E09000008,1735,318,11,0,5,158,11,28,61,59,87,15,118,136,62,237,254,74,22,79
E01001162,Croydon,E09000008,1807,684,29,1,5,170,30,32,44,52,4,8,40,23,43,204,258,87,4,89
E01001163,Croydon,E09000008,1971,872,40,1,5,276,30,25,39,35,28,18,56,43,30,125,212,40,12,84
E01001164,Croydon,E09000008,1975,984,47,3,9,307,40,18,67,63,11,21,39,22,36,107,90,43,3,65
E01001165,Croydon,E09000008,1845,603,22,0,6,229,28,17,51,49,33,43,109,58,83,185,168,60,15,86
E01001166,Croydon,E09000008,1963,642,21,0,11,241,24,26,82,52,7,23,96,43,73,281,193,59,5,84
E01001167,Croydon,E09000008,2321,735,16,6,6,216,21,21,107,65,42,64,179,85,128,254,181,61,23,111
E01001168,Croydon,E09000008,1814,664,19,0,7,306,42,16,45,48,3,23,95,65,91,139,164,40,7,40
E01001169,Croydon,E09000008,1829,617,8,2,0,126,8,12,66,30,45,30,129,57,83,210,188,142,19,57
E01001170,Croydon,E09000008,1947,700,37,0,10,212,39,29,49,55,12,21,121,53,77,245,149,52,25,61
E01001171,Croydon,E09000008,1758,584,11,0,3,167,23,15,55,46,20,32,204,43,115,164,141,50,15,70
E01001172,Croydon,E09000008,2204,715,19,0,5,166,28,23,68,81,17,25,91,90,106,408,219,76,8,59
E01001173,Croydon,E09000008,2747,944,33,1,6,260,40,36,72,69,41,42,243,112,120,310,216,90,24,88
E01001174,Croydon,E09000008,1693,140,9,0,0,146,12,14,16,26,60,8,283,280,123,186,247,76,6,61
E01001175,Croydon,E09000008,1642,195,8,0,0,151,12,14,37,35,11,7,207,226,120,194,244,67,32,82
E01001176,Croydon,E09000008,1842,186,7,2,3,127,21,18,42,51,35,8,288,185,173,249,274,74,10,89
E01001177,Croydon,E09000008,1652,224,11,0,3,75,27,14,36,56,21,15,290,79,228,242,195,57,2,77
E01001178,Croydon,E09000008,1625,251,8,1,7,164,10,32,50,35,23,11,108,220,67,242,222,70,17,87
E01001179,Croydon,E09000008,1668,206,5,9,2,139,17,19,28,19,16,11,329,143,227,113,233,61,8,83
E01001180,Croydon,E09000008,1978,184,7,3,1,191,7,46,31,31,13,18,351,132,228,237,230,74,95,99
E01001181,Croydon,E09000008,2193,318,10,3,7,147,15,23,51,43,47,4,218,166,155,344,444,99,17,82
E01001182,Croydon,E09000008,1359,135,23,0,1,181,15,19,29,35,30,6,268,167,84,102,157,32,2,73
E01001183,Croydon,E09000008,1817,156,1,3,1,125,13,34,42,41,29,8,374,214,102,240,270,68,14,82
E01001184,Croydon,E09000008,1300,151,12,0,3,120,12,22,23,33,14,14,180,152,100,165,219,40,2,38
E01001185,Croydon,E09000008,1698,656,45,0,3,198,30,33,47,75,10,22,34,46,43,189,158,58,11,40
E01001186,Croydon,E09000008,1682,524,30,0,6,189,19,20,59,41,10,5,55,47,29,234,263,76,11,64
E01001187,Croydon,E09000008,1989,581,26,0,5,213,47,37,78,69,4,11,63,91,72,242,292,73,12,73
E01001188,Croydon,E09000008,1961,621,18,0,5,152,24,24,114,40,74,14,53,42,42,290,285,90,1,72
E01001189,Croydon,E09000008,1214,393,39,4,5,105,26,11,68,29,12,7,34,26,21,151,192,46,11,34
E01001190,Croydon,E09000008,1550,504,21,1,1,106,29,23,67,50,6,14,41,33,28,183,290,94,13,46
E01001191,Croydon,E09000008,2075,525,22,0,10,231,15,32,96,72,6,33,39,60,45,364,362,89,6,68
E01001192,Croydon,E09000008,1585,469,23,0,2,145,21,27,78,52,8,9,52,21,36,242,274,78,4,44
E01001193,Croydon,E09000008,1682,435,16,4,0,80,23,29,71,65,21,8,40,59,18,387,279,99,3,45
E01001194,Croydon,E09000008,1611,651,26,1,0,193,30,15,60,31,0,10,49,24,48,140,238,55,4,36
E01032569,Croydon,E09000008,1786,589,8,3,5,100,21,18,127,36,36,14,57,35,75,250,248,82,11,71
E01034139,Croydon,E09000008,1807,230,10,0,5,147,16,29,44,36,24,3,301,216,152,208,215,78,6,87
E01034140,Croydon,E09000008,1239,171,4,0,7,159,15,20,42,15,14,13,184,81,107,177,138,27,6,59
E01034141,Croydon,E09000008,1419,198,4,2,17,284,13,17,52,20,18,35,191,54,63,274,98,29,4,46
